restaurant_id,house_no,street_name,[street_name],city_name,[city_name],_,_,_
2703,1012,grayson st # b,grayson:::st:::#:::b:::,berkeley,berkeley:::,_,_,_
2704,1123,8th st,8th:::st:::,berkeley,berkeley:::,_,_,_
2705,2533,7th st,7th:::st:::,berkeley,berkeley:::,_,_,_
2706,1676,gilbreth rd,gilbreth:::rd:::,burlingame,burlingame:::,_,_,_
2707,146,loma vista dr,loma:::vista:::dr:::,burlingame,burlingame:::,_,_,_
2708,1311,schramsberg rd,schramsberg:::rd:::,calistoga,calistoga:::,_,_,_
2709,1334,dell ave # b,dell:::ave:::#:::b:::,campbell,campbell:::,_,_,_
2710,20585,center st,center:::st:::,castro valley,castro:::valley:::,_,_,_
2711,19690,forest ave,forest:::ave:::,castro valley,castro:::valley:::,_,_,_
2712,2880,minert rd,minert:::rd:::,concord,concord:::,_,_,_
2713,1800,ascot ct,ascot:::ct:::,concord,concord:::,_,_,_
2714,1754,landana dr,landana:::dr:::,concord,concord:::,_,_,_
2715,4061,port chicago hwy ste j,port:::chicago:::hwy:::ste:::j:::,concord,concord:::,_,_,_
2716,569,san ramon valley blvd,san:::ramon:::valley:::blvd:::,danville,danville:::,_,_,_
2717,1943,university ave,university:::ave:::,east palo alto,east:::palo:::alto:::,_,_,_
2718,3233,santa clara ave # e,santa:::clara:::ave:::#:::e:::,el cerrito,el:::cerrito:::,_,_,_
2719,unknown,unknown:::,unknown,unknown:::,_,_,_
2720,4935,san pablo dam rd apt 305,san:::pablo:::dam:::rd:::apt:::305:::,el sobrante,el:::sobrante:::,_,_,_
2721,6250,highway 9,highway:::9:::,felton,felton:::,_,_,_
2722,1459,beach park blvd,beach:::park:::blvd:::,foster city,foster:::city:::,_,_,_
2723,3281,seldon ct,seldon:::ct:::,fremont,fremont:::,_,_,_
2724,40253,davis ct,davis:::ct:::,fremont,fremont:::,_,_,_
2725,37567,mission blvd,mission:::blvd:::,fremont,fremont:::,_,_,_
2726,8421,david ct,david:::ct:::,gilroy,gilroy:::,_,_,_
2727,425,1st ave,1st:::ave:::,half moon bay,half:::moon:::bay:::,_,_,_
2728,29877,clearbrook cir apt 156,clearbrook:::cir:::apt:::156:::,hayward,hayward:::,_,_,_
2729,422,wait st,wait:::st:::,hayward,hayward:::,_,_,_
2730,1202,w winton ave,w:::winton:::ave:::,hayward,hayward:::,_,_,_
2731,1798,catalpa ct,catalpa:::ct:::,hayward,hayward:::,_,_,_
2732,124,poppy ct,poppy:::ct:::,hercules,hercules:::,_,_,_
2733,373,malibu dr,malibu:::dr:::,hercules,hercules:::,_,_,_
2734,1371,sunset dr,sunset:::dr:::,hollister,hollister:::,_,_,_
2735,528,huntington way,huntington:::way:::,livermore,livermore:::,_,_,_
2736,124,maple st,maple:::st:::,livermore,livermore:::,_,_,_
2737,10573,creston dr,creston:::dr:::,los altos,los:::altos:::,_,_,_
2738,325,main st,main:::st:::,los altos,los:::altos:::,_,_,_
2739,15455,lone hill rd,lone:::hill:::rd:::,los gatos,los:::gatos:::,_,_,_
2740,196,jo drive,jo:::drive:::,los gatos,los:::gatos:::,_,_,_
2741,17375,melody ln,melody:::ln:::,los gatos,los:::gatos:::,_,_,_
2742,473,n santa cruz ave,n:::santa:::cruz:::ave:::,los gatos,los:::gatos:::,_,_,_
2743,3120,castro st,castro:::st:::,martinez,martinez:::,_,_,_
2744,1261,el camino real,el:::camino:::real:::,menlo park,menlo:::park:::,_,_,_
2745,425,el camino real,el:::camino:::real:::,menlo park,menlo:::park:::,_,_,_
2746,278,rodrigues ave,rodrigues:::ave:::,milpitas,milpitas:::,_,_,_
2747,72,whittier st,whittier:::st:::,milpitas,milpitas:::,_,_,_
2748,923,campbell st,campbell:::st:::,milpitas,milpitas:::,_,_,_
2749,1425,calle oriente # 3,calle:::oriente:::#:::3:::,milpitas,milpitas:::,_,_,_
2750,1263,edsel dr,edsel:::dr:::,milpitas,milpitas:::,_,_,_
2751,2540,california st,california:::st:::,mountain view,mountain:::view:::,_,_,_
2752,3401,ridgemont dr,ridgemont:::dr:::,mountain view,mountain:::view:::,_,_,_
2753,2156,sunnyview ln,sunnyview:::ln:::,mountain view,mountain:::view:::,_,_,_
2754,1954,old middlefield way ste p,old:::middlefield:::way:::ste:::p:::,mountain view,mountain:::view:::,_,_,_
2755,575,3rd st,3rd:::st:::,napa,napa:::,_,_,_
2756,2125,franklin st,franklin:::st:::,oakland,oakland:::,_,_,_
2757,3340,82nd ave,82nd:::ave:::,oakland,oakland:::,_,_,_
2758,405,bellevue ave apt 305,bellevue:::ave:::apt:::305:::,oakland,oakland:::,_,_,_
2759,8930,seneca st,seneca:::st:::,oakland,oakland:::,_,_,_
2760,636,3rd st,3rd:::st:::,oakland,oakland:::,_,_,_
2761,121,maiden ln,maiden:::ln:::,oakland,oakland:::,_,_,_
2762,5905,dover st,dover:::st:::,oakland,oakland:::,_,_,_
2763,700,glendome cir,glendome:::cir:::,oakland,oakland:::,_,_,_
2764,3250,butters dr,butters:::dr:::,oakland,oakland:::,_,_,_
2765,617,kenwyn rd,kenwyn:::rd:::,oakland,oakland:::,_,_,_
2766,9314,e 14th st,e:::14th:::st:::,oakland,oakland:::,_,_,_
2767,2021,101st ave,101st:::ave:::,oakland,oakland:::,_,_,_
2768,1831,78th ave,78th:::ave:::,oakland,oakland:::,_,_,_
2769,493,merritt ave # 4,merritt:::ave:::#:::4:::,oakland,oakland:::,_,_,_
2770,2908,minna ave,minna:::ave:::,oakland,oakland:::,_,_,_
2771,2031,hoover ave,hoover:::ave:::,oakland,oakland:::,_,_,_
2772,3599,fruitvale ave,fruitvale:::ave:::,oakland,oakland:::,_,_,_
2773,1309,61st st,61st:::st:::,oakland,oakland:::,_,_,_
2774,1425,harrison st apt 223,harrison:::st:::apt:::223:::,oakland,oakland:::,_,_,_
2775,1940,lakeshore ave apt 22,lakeshore:::ave:::apt:::22:::,oakland,oakland:::,_,_,_
2776,4537,fairbairn ave,fairbairn:::ave:::,oakland,oakland:::,_,_,_
2777,3239,elm st,elm:::st:::,oakland,oakland:::,_,_,_
2778,3551,69th ave,69th:::ave:::,oakland,oakland:::,_,_,_
2779,2018,16th ave,16th:::ave:::,oakland,oakland:::,_,_,_
2780,1133,alberdan cir,alberdan:::cir:::,pinole,pinole:::,_,_,_
2781,530,sunnyview dr apt i301,sunnyview:::dr:::apt:::i301:::,pinole,pinole:::,_,_,_
2782,326,wildrose cir,wildrose:::cir:::,pinole,pinole:::,_,_,_
2783,414,bay crest dr,bay:::crest:::dr:::,pittsburg,pittsburg:::,_,_,_
2784,109,longfellow dr,longfellow:::dr:::,pleasant hill,pleasant:::hill:::,_,_,_
2785,390,camelback rd,camelback:::rd:::,pleasant hill,pleasant:::hill:::,_,_,_
2786,3370,hopyard rd,hopyard:::rd:::,pleasanton,pleasanton:::,_,_,_
2787,6783,payne rd,payne:::rd:::,pleasanton,pleasanton:::,_,_,_
2788,7060,koll center pky,koll:::center:::pky:::,pleasanton,pleasanton:::,_,_,_
2789,30,cima way,cima:::way:::,portola valley,portola:::valley:::,_,_,_
2790,3965,lonesome pine rd,lonesome:::pine:::rd:::,redwood city,redwood:::city:::,_,_,_
2791,1059,wilmington way,wilmington:::way:::,redwood city,redwood:::city:::,_,_,_
2792,1405,florida ave,florida:::ave:::,richmond,richmond:::,_,_,_
2793,4795,potrero ave,potrero:::ave:::,richmond,richmond:::,_,_,_
2794,2519,downer ave,downer:::ave:::,richmond,richmond:::,_,_,_
2795,unknown,unknown:::,unknown,unknown:::,_,_,_
2796,920,stonegate dr,stonegate:::dr:::,south san francisco,south:::san:::francisco:::,_,_,_
2797,unknown,unknown:::,unknown,unknown:::,_,_,_
2798,301,crown cir # 7,crown:::cir:::#:::7:::,south san francisco,south:::san:::francisco:::,_,_,_
2799,326,shaw rd,shaw:::rd:::,south san francisco,south:::san:::francisco:::,_,_,_
2800,1225,edgewood way,edgewood:::way:::,south san francisco,south:::san:::francisco:::,_,_,_
2801,1381,lowrie ave,lowrie:::ave:::,south san francisco,south:::san:::francisco:::,_,_,_
2802,140,e san carlos st,e:::san:::carlos:::st:::,san jose,san:::jose:::,_,_,_
2803,579,hermitage dr,hermitage:::dr:::,san jose,san:::jose:::,_,_,_
2804,3111,jenkins ave,jenkins:::ave:::,san jose,san:::jose:::,_,_,_
2805,unknown,unknown:::,unknown,unknown:::,_,_,_
2806,1500,almaden rd,almaden:::rd:::,san jose,san:::jose:::,_,_,_
2807,3588,minto ct,minto:::ct:::,san jose,san:::jose:::,_,_,_
2808,1343,s winchester blvd,s:::winchester:::blvd:::,san jose,san:::jose:::,_,_,_
2809,2952,chiltern way,chiltern:::way:::,san jose,san:::jose:::,_,_,_
2810,1590,berryessa rd,berryessa:::rd:::,san jose,san:::jose:::,_,_,_
2811,5229,rio grande dr,rio:::grande:::dr:::,san jose,san:::jose:::,_,_,_
2812,13885,doolittle dr apt 127t,doolittle:::dr:::apt:::127t:::,san leandro,san:::leandro:::,_,_,_
2813,620,black pine dr,black:::pine:::dr:::,san leandro,san:::leandro:::,_,_,_
2814,15901,windsor dr,windsor:::dr:::,san leandro,san:::leandro:::,_,_,_
2815,1032,grace st,grace:::st:::,san leandro,san:::leandro:::,_,_,_
2816,863,woodside way,woodside:::way:::,san mateo,san:::mateo:::,_,_,_
2817,2319,s el camino real,s:::el:::camino:::real:::,san mateo,san:::mateo:::,_,_,_
2818,unknown,unknown:::,unknown,unknown:::,_,_,_
2819,207,n amphlett blvd,n:::amphlett:::blvd:::,san mateo,san:::mateo:::,_,_,_
2820,1529,lago st,lago:::st:::,san mateo,san:::mateo:::,_,_,_
2821,2121,vale rd apt 304,vale:::rd:::apt:::304:::,san pablo,san:::pablo:::,_,_,_
2822,2650,market ave,market:::ave:::,san pablo,san:::pablo:::,_,_,_
2823,3068,rollingwood dr,rollingwood:::dr:::,san pablo,san:::pablo:::,_,_,_
2824,12949,alcosta blvd ste 100,alcosta:::blvd:::ste:::100:::,san ramon,san:::ramon:::,_,_,_
2825,1725,de la cruz blvd # 6,de:::la:::cruz:::blvd:::#:::6:::,santa clara,santa:::clara:::,_,_,_
2826,1741,warburton ave apt 6,warburton:::ave:::apt:::6:::,santa clara,santa:::clara:::,_,_,_
2827,785,orkney ave,orkney:::ave:::,santa clara,santa:::clara:::,_,_,_
2828,630,park view dr,park:::view:::dr:::,santa clara,santa:::clara:::,_,_,_
2829,303,potrero st ste 5,potrero:::st:::ste:::5:::,santa cruz,santa:::cruz:::,_,_,_
2830,unknown,unknown:::,unknown,unknown:::,_,_,_
2831,4570,cabello st,cabello:::st:::,union city,union:::city:::,_,_,_
2832,460,moorland st,moorland:::st:::,vallejo,vallejo:::,_,_,_
2833,2320,westcliffe ln apt 3,westcliffe:::ln:::apt:::3:::,walnut creek,walnut:::creek:::,_,_,_
2834,2075,stratton rd,stratton:::rd:::,walnut creek,walnut:::creek:::,_,_,_
2835,40,alberta ter,alberta:::ter:::,walnut creek,walnut:::creek:::,_,_,_
2836,2770,camino diablo,camino:::diablo:::,walnut creek,walnut:::creek:::,_,_,_
2837,152,celia dr,celia:::dr:::,watsonville,watsonville:::,_,_,_
2838,29,w lake ave,w:::lake:::ave:::,watsonville,watsonville:::,_,_,_
2839,152,w lake ave,w:::lake:::ave:::,watsonville,watsonville:::,_,_,_
2840,8230,old redwood hwy,old:::redwood:::hwy:::,cotati,cotati:::,_,_,_
2841,11251,skyline rd,skyline:::rd:::,forestville,forestville:::,_,_,_
2842,1390,n mcdowell blvd,n:::mcdowell:::blvd:::,petaluma,petaluma:::,_,_,_
2843,24,western ave,western:::ave:::,petaluma,petaluma:::,_,_,_
2844,1340,commerce st,commerce:::st:::,petaluma,petaluma:::,_,_,_
2845,1495,francisco blvd e,francisco:::blvd:::e:::,san rafael,san:::rafael:::,_,_,_
2846,unknown,unknown:::,unknown,unknown:::,_,_,_
2847,600,wilson st,wilson:::st:::,santa rosa,santa:::rosa:::,_,_,_
2848,695,lewis rd,lewis:::rd:::,santa rosa,santa:::rosa:::,_,_,_
2849,946,santa rosa ave,santa:::rosa:::ave:::,santa rosa,santa:::rosa:::,_,_,_
2850,5441,pepperwood rd,pepperwood:::rd:::,santa rosa,santa:::rosa:::,_,_,_
2851,3200,dutton ave,dutton:::ave:::,santa rosa,santa:::rosa:::,_,_,_
2852,unknown,unknown:::,unknown,unknown:::,_,_,_
2853,2054,montecito ave,montecito:::ave:::,santa rosa,santa:::rosa:::,_,_,_
2854,unknown,unknown:::,unknown,unknown:::,_,_,_
2855,3565,standish ave,standish:::ave:::,santa rosa,santa:::rosa:::,_,_,_
2856,340,yolanda ave,yolanda:::ave:::,santa rosa,santa:::rosa:::,_,_,_
2857,100,ebbtide av sausalito,ebbtide:::av:::sausalito:::,sausalito,sausalito:::,_,_,_
2858,box,box:::,sebastopol,sebastopol:::,_,_,_
2859,682,w napa st,w:::napa:::st:::,sonoma,sonoma:::,_,_,_
2860,601,broadway,broadway:::,sonoma,sonoma:::,_,_,_
2861,300,virginia st,virginia:::st:::,vallejo,vallejo:::,_,_,_
2862,474,geary st,geary:::st:::,san francisco,san:::francisco:::,_,_,_
2863,unknown,unknown:::,unknown,unknown:::,_,_,_
2864,2714,pine st,pine:::st:::,san francisco,san:::francisco:::,_,_,_
2865,1359,lincoln ave,lincoln:::ave:::,san jose,san:::jose:::,_,_,_
2866,4710,meridian ave.,meridian:::ave.:::,san jose,san:::jose:::,_,_,_
2867,1881,rollins rd,rollins:::rd:::,burlingame,burlingame:::,_,_,_
2868,100,berkeley sq,berkeley:::sq:::,berkeley,berkeley:::,_,_,_
2869,1835,willow pass rd,willow:::pass:::rd:::,concord,concord:::,_,_,_
2870,82,serramonte ctr,serramonte:::ctr:::,daly city,daly:::city:::,_,_,_
2871,555,oconnor st,oconnor:::st:::,east palo alto,east:::palo:::alto:::,_,_,_
2872,10945,san pablo ave,san:::pablo:::ave:::,el cerrito,el:::cerrito:::,_,_,_
2873,3300,san pablo dam rd,san:::pablo:::dam:::rd:::,el sobrante,el:::sobrante:::,_,_,_
2874,2277,n texas st,n:::texas:::st:::,fairfield,fairfield:::,_,_,_
2875,1015,e hillsdale blvd # 209,e:::hillsdale:::blvd:::#:::209:::,foster city,foster:::city:::,_,_,_
2876,3406,mount diablo blvd,mount:::diablo:::blvd:::,lafayette,lafayette:::,_,_,_
2877,3240,jefferson st,jefferson:::st:::,napa,napa:::,_,_,_
2878,5212,broadway,broadway:::,oakland,oakland:::,_,_,_
2879,534,7th st,7th:::st:::,oakland,oakland:::,_,_,_
2880,73,town and country vlg,town:::and:::country:::vlg:::,palo alto,palo:::alto:::,_,_,_
2881,1544,fitzgerald dr,fitzgerald:::dr:::,pinole,pinole:::,_,_,_
2882,756,woodside rd,woodside:::rd:::,redwood city,redwood:::city:::,_,_,_
2883,50,washington ave.,washington:::ave.:::,richmond,richmond:::,_,_,_
2884,12951,san pablo ave,san:::pablo:::ave:::,richmond,richmond:::,_,_,_
2885,726,market,market:::,san francisco,san:::francisco:::,_,_,_
2886,511,hayes,hayes:::,san francisco,san:::francisco:::,_,_,_
2887,148,w alma ave,w:::alma:::ave:::,san jose,san:::jose:::,_,_,_
2888,2675,glen fenton way,glen:::fenton:::way:::,san jose,san:::jose:::,_,_,_
2889,2663,glen loman way,glen:::loman:::way:::,san jose,san:::jose:::,_,_,_
2890,1620,saratoga ave # a,saratoga:::ave:::#:::a:::,san jose,san:::jose:::,_,_,_
2891,1696,berryessa rd,berryessa:::rd:::,san jose,san:::jose:::,_,_,_
2892,4112,monterey hwy # c,monterey:::hwy:::#:::c:::,san jose,san:::jose:::,_,_,_
2893,2294,story rd,story:::rd:::,san jose,san:::jose:::,_,_,_
2894,1671,n capitol ave,n:::capitol:::ave:::,san jose,san:::jose:::,_,_,_
2895,5643,cottle rd,cottle:::rd:::,san jose,san:::jose:::,_,_,_
2896,2591,n. first st.,n.:::first:::st.:::,san jose,san:::jose:::,_,_,_
2897,901,s b st,s:::b:::st:::,san mateo,san:::mateo:::,_,_,_
2898,120,peninsula ave apt 10,peninsula:::ave:::apt:::10:::,san mateo,san:::mateo:::,_,_,_
2899,2855,stevenson st # 2192,stevenson:::st:::#:::2192:::,santa clara,santa:::clara:::,_,_,_
2900,2026,agnew rd,agnew:::rd:::,santa clara,santa:::clara:::,_,_,_
2901,841,n branciforte ave,n:::branciforte:::ave:::,santa cruz,santa:::cruz:::,_,_,_
2902,173,sunset ave,sunset:::ave:::,suisun city,suisun:::city:::,_,_,_
2903,507,marina ctr,marina:::ctr:::,suisun city,suisun:::city:::,_,_,_
2904,109,appian way,appian:::way:::,union city,union:::city:::,_,_,_
2905,1201,georgia st,georgia:::st:::,vallejo,vallejo:::,_,_,_
2906,991,redwood st,redwood:::st:::,vallejo,vallejo:::,_,_,_
2907,1040,grant rd,grant:::rd:::,mountain view,mountain:::view:::,_,_,_
2908,41,east gish rd,east:::gish:::rd:::,san jose,san:::jose:::,_,_,_
2909,520,alameda del prado,alameda:::del:::prado:::,novato,novato:::,_,_,_
2910,2564,springs rd,springs:::rd:::,vallejo,vallejo:::,_,_,_
2911,447,stockton st,stockton:::st:::,san francisco,san:::francisco:::,_,_,_
2912,833,e. stanley blvd.,e.:::stanley:::blvd.:::,livermore,livermore:::,_,_,_
2913,663,union @ columbus,union:::@:::columbus:::,san francisco,san:::francisco:::,_,_,_
2914,4408,coast hwy.,coast:::hwy.:::,pacifica,pacifica:::,_,_,_
2915,4353,first st,first:::st:::,livermore,livermore:::,_,_,_
2916,1448,burlingame avenue,burlingame:::avenue:::,burlingame,burlingame:::,_,_,_
2917,2603,the alameda,the:::alameda:::,santa clara,santa:::clara:::,_,_,_
2918,1608,union st apt c,union:::st:::apt:::c:::,alameda,alameda:::,_,_,_
2919,2105,lincoln ave,lincoln:::ave:::,alameda,alameda:::,_,_,_
2920,2315,santa clara ave,santa:::clara:::ave:::,alameda,alameda:::,_,_,_
2921,2328,santa clara ave,santa:::clara:::ave:::,alameda,alameda:::,_,_,_
2922,1521,webster st,webster:::st:::,alameda,alameda:::,_,_,_
2923,2322,lincoln ave,lincoln:::ave:::,alameda,alameda:::,_,_,_
2924,891,island dr # a,island:::dr:::#:::a:::,alameda,alameda:::,_,_,_
2925,1425,park st,park:::st:::,alameda,alameda:::,_,_,_
2926,1307,park st,park:::st:::,alameda,alameda:::,_,_,_
2927,839,marina village pky,marina:::village:::pky:::,alameda,alameda:::,_,_,_
2928,409,kittyhawk rd,kittyhawk:::rd:::,alameda,alameda:::,_,_,_
2929,1434,park st,park:::st:::,alameda,alameda:::,_,_,_
2930,409,kittyhawk rd,kittyhawk:::rd:::,alameda,alameda:::,_,_,_
2931,642,lincoln ave,lincoln:::ave:::,alameda,alameda:::,_,_,_
2932,642,lincoln avenue,lincoln:::avenue:::,alameda,alameda:::,_,_,_
2933,2410,santa clara ave,santa:::clara:::ave:::,alameda,alameda:::,_,_,_
2934,1405,park st,park:::st:::,alameda,alameda:::,_,_,_
2935,905,san pablo ave,san:::pablo:::ave:::,albany,albany:::,_,_,_
2936,1113,solano ave,solano:::ave:::,albany,albany:::,_,_,_
2937,1335,solano ave,solano:::ave:::,albany,albany:::,_,_,_
2938,917,san pablo ave,san:::pablo:::ave:::,albany,albany:::,_,_,_
2939,1406,solano ave,solano:::ave:::,albany,albany:::,_,_,_
2940,2896,delta fair blvd,delta:::fair:::blvd:::,antioch,antioch:::,_,_,_
2941,212,g st,g:::st:::,antioch,antioch:::,_,_,_
2942,2757,lone tree way,lone:::tree:::way:::,antioch,antioch:::,_,_,_
2943,2556,somersville rd,somersville:::rd:::,antioch,antioch:::,_,_,_
2944,2401,sycamore dr,sycamore:::dr:::,antioch,antioch:::,_,_,_
2945,1721,alhambra dr,alhambra:::dr:::,antioch,antioch:::,_,_,_
2946,1611,a st,a:::st:::,antioch,antioch:::,_,_,_
2947,2730,delta fair blvd,delta:::fair:::blvd:::,antioch,antioch:::,_,_,_
2948,2303,buchanan rd,buchanan:::rd:::,antioch,antioch:::,_,_,_
2949,740,w 2nd st,w:::2nd:::st:::,antioch,antioch:::,_,_,_
2950,2621,somersville rd,somersville:::rd:::,antioch,antioch:::,_,_,_
2951,2378,buchanan rd,buchanan:::rd:::,antioch,antioch:::,_,_,_
2952,1803,w 10th st,w:::10th:::st:::,antioch,antioch:::,_,_,_
2953,3704,lone tree way,lone:::tree:::way:::,antioch,antioch:::,_,_,_
2954,207,sea ridge rd,sea:::ridge:::rd:::,aptos,aptos:::,_,_,_
2955,5,deer park ctr,deer:::park:::ctr:::,aptos,aptos:::,_,_,_
2956,7960,soquel dr ste k,soquel:::dr:::ste:::k:::,aptos,aptos:::,_,_,_
2957,600,ralston ave,ralston:::ave:::,belmont,belmont:::,_,_,_
2958,945,ralston ave,ralston:::ave:::,belmont,belmont:::,_,_,_
2959,1625,el camino real,el:::camino:::real:::,belmont,belmont:::,_,_,_
2960,718,1st st,1st:::st:::,benicia,benicia:::,_,_,_
2961,408,military e,military:::e:::,benicia,benicia:::,_,_,_
2962,2040,columbus pky,columbus:::pky:::,benicia,benicia:::,_,_,_
2963,836,southampton rd # e,southampton:::rd:::#:::e:::,benicia,benicia:::,_,_,_
2964,498,military e,military:::e:::,benicia,benicia:::,_,_,_
2965,700,university ave,university:::ave:::,berkeley,berkeley:::,_,_,_
2966,1647,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2967,1647,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2968,2533,telegraph ave,telegraph:::ave:::,berkeley,berkeley:::,_,_,_
2969,2984,college ave,college:::ave:::,berkeley,berkeley:::,_,_,_
2970,2126,center st,center:::st:::,berkeley,berkeley:::,_,_,_
2971,2042,university ave,university:::ave:::,berkeley,berkeley:::,_,_,_
2972,2507,hearst ave,hearst:::ave:::,berkeley,berkeley:::,_,_,_
2973,2429,shattuck ave,shattuck:::ave:::,berkeley,berkeley:::,_,_,_
2974,1699,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2975,2995,college ave,college:::ave:::,berkeley,berkeley:::,_,_,_
2976,2026,san pablo ave,san:::pablo:::ave:::,berkeley,berkeley:::,_,_,_
2977,124,berkeley sq,berkeley:::sq:::,berkeley,berkeley:::,_,_,_
2978,139,berkeley sq,berkeley:::sq:::,berkeley,berkeley:::,_,_,_
2979,1593,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2980,2025,shattuck ave # 29,shattuck:::ave:::#:::29:::,berkeley,berkeley:::,_,_,_
2981,2519,durant ave,durant:::ave:::,berkeley,berkeley:::,_,_,_
2982,1556,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2983,1761,alcatraz ave,alcatraz:::ave:::,berkeley,berkeley:::,_,_,_
2984,1717,university ave # a,university:::ave:::#:::a:::,berkeley,berkeley:::,_,_,_
2985,1600,shattuck ave ste 218,shattuck:::ave:::ste:::218:::,berkeley,berkeley:::,_,_,_
2986,2521,dwight way,dwight:::way:::,berkeley,berkeley:::,_,_,_
2987,1715,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2988,2523,durant ave,durant:::ave:::,berkeley,berkeley:::,_,_,_
2989,2068,center st,center:::st:::,berkeley,berkeley:::,_,_,_
2990,2811,telegraph ave,telegraph:::ave:::,berkeley,berkeley:::,_,_,_
2991,2071,university ave,university:::ave:::,berkeley,berkeley:::,_,_,_
2992,2115,kittredge st,kittredge:::st:::,berkeley,berkeley:::,_,_,_
2993,1767,solano ave,solano:::ave:::,berkeley,berkeley:::,_,_,_
2994,1674,shattuck ave,shattuck:::ave:::,berkeley,berkeley:::,_,_,_
2995,2017,shattuck ave,shattuck:::ave:::,berkeley,berkeley:::,_,_,_
2996,13375,highway 9,highway:::9:::,boulder creek,boulder:::creek:::,_,_,_
2997,7840,brentwood blvd,brentwood:::blvd:::,brentwood,brentwood:::,_,_,_
2998,8065,brentwood blvd ste 9,brentwood:::blvd:::ste:::9:::,brentwood,brentwood:::,_,_,_
2999,301,visitacion ave,visitacion:::ave:::,brisbane,brisbane:::,_,_,_
3000,433,airport blvd ste 500,airport:::blvd:::ste:::500:::,burlingame,burlingame:::,_,_,_
3001,1425,burlingame ave,burlingame:::ave:::,burlingame,burlingame:::,_,_,_
3002,1520,trousdale dr,trousdale:::dr:::,burlingame,burlingame:::,_,_,_
3003,1213,burlingame ave,burlingame:::ave:::,burlingame,burlingame:::,_,_,_
3004,248,lorton ave,lorton:::ave:::,burlingame,burlingame:::,_,_,_
3005,1354,lincoln ave,lincoln:::ave:::,calistoga,calistoga:::,_,_,_
3006,1638,w campbell ave,w:::campbell:::ave:::,campbell,campbell:::,_,_,_
3007,1731,winchester blvd,winchester:::blvd:::,campbell,campbell:::,_,_,_
3008,1061,lucot way,lucot:::way:::,campbell,campbell:::,_,_,_
3009,1740,winchester blvd,winchester:::blvd:::,campbell,campbell:::,_,_,_
3010,104,n san tomas aquino rd,n:::san:::tomas:::aquino:::rd:::,campbell,campbell:::,_,_,_
3011,2455,winchester blvd,winchester:::blvd:::,campbell,campbell:::,_,_,_
3012,209,esplanade,esplanade:::,capitola,capitola:::,_,_,_
3013,3789,castro valley blvd,castro:::valley:::blvd:::,castro valley,castro:::valley:::,_,_,_
3014,3335,castro valley blvd,castro:::valley:::blvd:::,castro valley,castro:::valley:::,_,_,_
3015,20855,redwood rd,redwood:::rd:::,castro valley,castro:::valley:::,_,_,_
3016,4323,lawrence dr,lawrence:::dr:::,castro valley,castro:::valley:::,_,_,_
3017,3442,village dr,village:::dr:::,castro valley,castro:::valley:::,_,_,_
3018,3563,castro valley blvd,castro:::valley:::blvd:::,castro valley,castro:::valley:::,_,_,_
3019,22253,redwood rd,redwood:::rd:::,castro valley,castro:::valley:::,_,_,_
3020,11578,merritt st,merritt:::st:::,castroville,castroville:::,_,_,_
3021,4340,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3022,1627,n. brd,n.:::brd:::,walnut creek,walnut:::creek:::,_,_,_
3023,1950,grant st,grant:::st:::,concord,concord:::,_,_,_
3024,1980,galindo st,galindo:::st:::,concord,concord:::,_,_,_
3025,1975,diamond blvd ste b140,diamond:::blvd:::ste:::b140:::,concord,concord:::,_,_,_
3026,3622,willow pass rd,willow:::pass:::rd:::,concord,concord:::,_,_,_
3027,4804,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3028,1140,meadow ln # a,meadow:::ln:::#:::a:::,concord,concord:::,_,_,_
3029,1500,#a1 monument blvd,#a1:::monument:::blvd:::,concord,concord:::,_,_,_
3030,1847,willow pass rd # d,willow:::pass:::rd:::#:::d:::,concord,concord:::,_,_,_
3031,4375,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3032,381,sun valley mall # e211,sun:::valley:::mall:::#:::e211:::,concord,concord:::,_,_,_
3033,1740,monument blvd,monument:::blvd:::,concord,concord:::,_,_,_
3034,4115,concord blvd ste 52,concord:::blvd:::ste:::52:::,concord,concord:::,_,_,_
3035,4484,treat blvd,treat:::blvd:::,concord,concord:::,_,_,_
3036,5400,ygnacio valley rd,ygnacio:::valley:::rd:::,concord,concord:::,_,_,_
3037,4340,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3038,1731,willow pass rd,willow:::pass:::rd:::,concord,concord:::,_,_,_
3039,785,oak grove rd,oak:::grove:::rd:::,concord,concord:::,_,_,_
3040,288,sun valley mall mall f4,sun:::valley:::mall:::mall:::f4:::,concord,concord:::,_,_,_
3041,4485,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3042,3426,clayton rd,clayton:::rd:::,concord,concord:::,_,_,_
3043,1101,kaitlin pl,kaitlin:::pl:::,concord,concord:::,_,_,_
3044,1823,broadway,broadway:::,concord,concord:::,_,_,_
